lyrics,mood,embedding
one one perfect lie told soon one one perfect life turned stone cold mercy kneel grave kneel torn guilty let may goodby soon,3,"[-0.00863071 -0.00790982  0.00259322 ...  0.0032774   0.00523984
 -0.01272245]"
change mind take chance take take chancechance first line money still free take chance take chance take take chancechance need take take chancechance met know going around take chance got place go feeling take chance take chance take take chancechance take chance take take chancechance alone pretty bird flown money still free take chance going best lie put test let try take chance ask honey take chance go dancing ohoh go walking yeah long together long together listen music ohoh maybe talking yeah met know better get know better know got much want dream alone magic,1,"[-0.01017468 -0.01531888  0.00468263 ... -0.03839755  0.01059612
 -0.02100493]"
mind quiet lonely night miss funny attitude miss fight lie couch til summertime hunter read remember thing miss talk sex somebody trust mud house innyard house gulf coast thing miss,2,"[-0.00461622  0.00300193  0.01257523 ... -0.0184649   0.02094257
 -0.02643775]"
traveling lady stay awhile night station way know lover well lived child snow soldier fought every man,3,"[-0.00613987 -0.00500884  0.00104423 ...  0.00594392  0.01563502
 -0.00989393]"
know like chicken fried cold beer friday night pair jean fit right radio well raised beneath shade georgia line home know sweet tea pie homemade wine peach grow house much talk filled love grown southern ground little bit chicken fried cold beer friday night pair jean fit right radio well done seen sun rise see love woman eye feel touch precious child know mother love,1,"[ 0.02330701 -0.01683962  0.00164905 ... -0.00592505 -0.01418216
 -0.01735484]"
driven west texas land beef pork tend hide leather wear back new work pasture along roadside behind brokedown shock dusky side evening saw figure dressed black mean sound like tripping swear god saw need cow tapping tapping key said pulled shoulder said screw,1,"[-0.02079272 -0.01153127  0.00897422 ...  0.00135121  0.01126506
 -0.00973083]"
hungry people stay hungry long get hope fire smoke wheat grows strong hungry people stay hungry long get hope fire smoke reach dawn spirit jackson scream ruin factory chain ghost union forgotten remains disappear new home knife thrust life burn raw bone blood floor tear still drain spread sheet bone skin well block live stock body buying old south order new northern horizon violence hand embrace need given warfare press,0,"[-0.00442559 -0.02008668  0.00446717 ... -0.00103015  0.01111075
 -0.00083998]"
night old always wished longest year would freeze ever asked way confront guilt try overcome go away yet confront guilt try overcome go away yet,3,"[-0.00198307 -0.00216634 -0.00203494 ... -0.00170472  0.0135271
 -0.03045671]"
waiting long hoping love gone house sliding mud river raging blood would without love,3,"[-0.01973241 -0.01156752 -0.00668322 ... -0.04487555  0.01924433
 -0.0137081 ]"
airconditioning cold summer hot love old wish smaller little creep crawled lover sin town lover lay summer hot hell know think drink stop know cold love feel right sweat sweat lot hurt black blue oh want catch death cold,3,"[ 0.00282339  0.01093386  0.01938368 ... -0.00454729  0.00462874
 -0.02040173]"
life good complain mean could one listening image overwhelm brain feel good good good rolling window love wind hate sound like tattoo remove feel good feel good feel good like rollercoaster ride holding white knuckle like whoa whoa believe like whoa whoa feeling like side side inch like whoa whoa feeling like whoa whoa got feeling like,1,"[-0.01069296  0.00119304  0.01214096 ... -0.00354866  0.01460535
 -0.03338765]"
train go independence every day anywhere else seems like million mile away must high believe would ever leave flat fine line like wichita skyline,2,"[-0.00776244 -0.00325477  0.01471295 ... -0.01162617 -0.01390101
 -0.02605214]"
need pin one frozen moment need someone pin live torment need really feel twist back breaking need someone listen ecstasy taking need need need catch breath issue lip need someone crack skull need someone kiss hold make pretend ever fall,3,"[-0.03093973 -0.00300192 -0.00647097 ...  0.01662392  0.00234074
 -0.0415186 ]"
jump sat alone boggy marsh totally motionless except heart mud flowed lump panama totally confused passing piranha lump lump head lump lump lump might dead jump lingered last line brain one got sort rotten insane,1,"[-0.01898679  0.00834928  0.02857552 ... -0.01127085 -0.00638114
 -0.00843101]"
tell something ignore tell need falling falling everyday get harder pick heart floor say girl dream bring love dream enough keep telling telling keep telling learning live learning live learning live without love returning want,3,"[-0.01641649 -0.00411419  0.01279225 ... -0.02065821  0.00445313
 -0.04091372]"
late silent warrior sleeping soul rise forgotten soldier come life fallen mercenary dormant done content war never memory ignore anguish satisfy scorn rise ghost war,0,"[-0.01044717 -0.02121997  0.00013589 ... -0.00867658  0.01499237
 -0.01200747]"
take rain roof empty house bother take tear let afraid cry every even though going gone still upset day every pretend okay get hurt close much say much say watching walk away walk away never knowing could seeing loving trying hard deal pain losing everywhere go,1,"[-0.01457667 -0.00766416  0.01436191 ... -0.01747589  0.00807354
 -0.03022712]"
oh yeah oh son birch get fucking cabby booth man like degree smell like cigarette toilet going build stepfather factory latest technology stepfather factory sob community stepfather factory age familiar industry stepfather factory building tomorrow father today stepfather factory latest technology stepfather factory sob community stepfather factory age familiar industry building tomorrow father today filling leftover creation clue grew concept ready go public today big day company big step littlesteppes slept year uncomfortable little man little lady cut little baby hand future automatic robotics display first time year world fair really lady gentleman propose market sinking weight useless contraction added shopping cart hard working family electric doodad wizard hat exist keep much king entertained get replaced newer version breakdown systematically,3,"[ 0.01812692 -0.00890853 -0.007655   ...  0.02411288 -0.00626062
 -0.00809866]"
feel like want smack somebody turn around bitch slap somebody bitch going brow given anxiety base mind terrorising soul like laden fallen brow lose control brow chuckled chained soul feel stained explain got pitch brain lately whole aim maintain regain control mainframe blood boiling beaten profane train thought like runaway train fast car driven fast lane rain might hydroplane fear none enemy fear bullet zis dealing something worse make fall knee anxiety sane insane rivalry paranoia brought knee word please please please take away anxiety sane insane rivalry,0,"[-0.02022184 -0.00786328  0.01362504 ... -0.00181447 -0.01574047
 -0.0291985 ]"
slept two day bathed nothing sweat made always scene thing regret friend come line go tonight going rest chemistry tonight going rest chemistry live life filled pain must rage three kind yes made stairway scene thing regret oh day sun bring tear eye,3,"[ 0.01897682  0.01321649  0.02448311 ... -0.01634038  0.00472361
 -0.03254345]"
oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh around whole world still seen nothing like neighborhood fancy satin silk white cotton feel good searched high low place lay burden nothing whole wide world like peace found little thing little thing joy bring,2,"[ 0.00606081 -0.00106149  0.01545338 ... -0.00990723  0.01890703
 -0.0465633 ]"
fall asleep weeping bird fall asleep room fallen fall asleep breathing wall fall asleep room loss fall asleep arm dead air fall asleep symphony damned time stand still chamber pain clock stop horror come child cry weep,3,"[-0.0040579   0.00766893 -0.01397099 ...  0.02188307  0.00367018
 -0.0130247 ]"
night fall star shine silence magic wood fly across sad tree time dream forever night silver tear distance voice listen rise eye fairyland realm time sing land dream,2,"[ 0.01221922 -0.01081135 -0.01247157 ...  0.00077242  0.00064334
 -0.03336378]"
girl know thing one know dreaming open breast girl stay long,2,"[-0.01382793 -0.01264766  0.02348468 ...  0.00093214  0.00027579
 -0.01689931]"
peace hata make laugh hear muthafuckers talking sucotash given large telling get gang night got live trigger fuck figure say peace gunshot cease cop killing go ignored send another night point scored could give fuck u rather catch u gun white powder old would probably friend since young consider enemy kill ten get job correct serve protect break night neck kuz one trunk sunk fuck police tape deck listen cut see neighborhood hetty cut house minority color know run hide tale darkside verse two,0,"[-0.01084739  0.00760274  0.01722741 ... -0.01591588 -0.00063442
 -0.01509618]"
magic water attracts men men across hill stream turning tide,0,"[-0.01007993 -0.01379827  0.00411894 ... -0.01710575  0.00213479
  0.00168284]"
morning job work like devil pay lucky old sun got nothing roll around heaven day fuss woman toil kiss sweat till wrinkled gray,2,"[-0.01049921 -0.00400183  0.01497326 ...  0.00451197  0.01450449
 -0.00457746]"
wooden boat shipping lane freighter towering hear jet flying overhead taking line across marketing sky sun going take taxi town waiter restaurant get table one wheel keep spinning round spinning round spinning round wheel keep spinning round spinning round round okay plane take place far away eventually began see,1,"[-0.00931392 -0.02500706  0.00230954 ... -0.00992704 -0.01171818
 -0.01668515]"
hand scratching choice street shallow sound impatient road asking question hour anything firework went night,3,"[ 0.00158426  0.01137191 -0.00265038 ... -0.022662    0.02005764
 -0.03187951]"
wish smarter got lost shore wish taller thing really matter put face tomorrow believe alone believe measles believe little soul grown still afraid,3,"[-0.008775    0.01096875  0.01565957 ... -0.02573248 -0.00329944
 -0.01447452]"
yeah paris hilton long production girl hot sex time turn around boy fighting time step house want fight maybe cut hot death sex boy silly boy want fight time turn around boy fighting time step house want fight maybe cut hot death sex boy silly boy want fight paris hilton quite still chain yeah still patiently waiting lay gun take x boy lie lay corner day blaze rush g money deep day straight smooth time luck ride door donets halfcourt line block pas nigger scream track yeah greatest simple,1,"[-0.01696113  0.00296371 -0.0064553  ... -0.00860477 -0.00635525
 -0.00246861]"
men secret mine let known hell high tide think rely yet start recoil heavy word lightly thrown still would leap front flying bullet difference make difference make make none gone must looking old tonight devil find work idle hand stole lied asked make feel ashamed,3,"[-0.01528056 -0.01471205  0.00321696 ... -0.00977568  0.02294857
 -0.00992127]"
jealous friend hell without yelled always phone never leave alone tell hell want said never leave never leave end end,0,"[-0.01385176  0.0081833   0.02829525 ... -0.01007279  0.0222973
 -0.03641803]"
done anything get blamed innocent get framed lie get told u court know justice never sought,0,"[-0.01105058 -0.00978941  0.00170088 ... -0.00905316 -0.00439024
 -0.02075136]"
sunday sunday tidy attire read color supplement guide dream protein plate regret left quite late gather family around table eat enough sleep oh sunday sleep sunday sunday walk park meet old soldier talk past,1,"[-0.00815183 -0.01008325  0.01012449 ...  0.00904537  0.02188483
 -0.03585154]"
usher test beat rest head head low candle burning flame high dry land lay bland play bland sound escape honey take take may lover say lover right,1,"[-0.01779412 -0.00884193 -0.00869031 ... -0.00608873  0.00415564
 -0.01885542]"
tell love love think right word say long tell always thinking always thinking word blow away must blow away always end one thing honey think right word say wherever girl always walking always walking look,2,"[-0.02817003  0.01203399  0.02522293 ...  0.00615307  0.01760295
 -0.02697526]"
mother many cry brother brother war many dying know got find way bring love today father father need escapade war answer love conquer hate know got find way bring love today,2,"[ 0.00912824 -0.00204324 -0.01910562 ... -0.00822603  0.01511202
 -0.0168501 ]"
situation number one one begun evidently late situation number two,2,"[-0.00414036 -0.01806829  0.00411245 ... -0.00060126 -0.01929609
 -0.03518781]"
call stormy monday tuesday bad call stormy monday tuesday bad word wednesday worse thursday sad,2,"[-0.01863892 -0.02221332 -0.00060943 ...  0.00052298 -0.00458783
 -0.03012905]"
got handful got barrel clean clean clean clean mean clean clean know mean mean,0,"[-0.02112149  0.00181189  0.01789114 ... -0.00180326 -0.00423465
 -0.01416382]"
street listens like star sky frost christmas every car drive ice know old black white move true slow taxi twinkling lit take u past megastores shore poor rich sitz,2,"[ 0.00040493 -0.01039676 -0.00099335 ... -0.00571891 -0.00450781
 -0.04391904]"
seems life finally coming together feel good think ever better clear future bring peace longing mine forever new day open eye path clearer new day pushing ahead till goal get nearer new day spread wing thing way new day sure begin would tell beginning end every door closed window opened round world back start within yes new day new day open eye path clearer new day,2,"[-0.00737257 -0.00062819 -0.01402194 ... -0.01132335  0.01072738
 -0.03624007]"
king truly great king oh look good look look great hey king look perfect look perfect fresh king,1,"[-7.65679652e-05 -1.08491462e-02  5.60039980e-03 ...  1.57722887e-02
 -1.04926096e-03 -4.00168076e-03]"
never fade away never fading star bright wait forever dear light light light light,2,"[ 0.00077035 -0.01391347 -0.01744064 ... -0.01629529  0.0020239
 -0.02194397]"
greatest man history greatest man must talk walk beach talk sea must time show love,2,"[-0.01238594 -0.01140272  0.02544497 ... -0.01674775  0.00271046
 -0.01619345]"
mm mm mm mm mm happens began stay began happens head stay head sometimes knew thinking would make like whoa want risk putting foot keep mouth closed hear mm mm mm mm mm mm going button lip truth slip mm mm mm mm mm really want shout mm mm mm mm mm troop say loud find want baby met serious like crazy want baby see springing like dish yeah yeah yeah yeah yeah feeling keep escaping make joke nonchalant keep taking heart get broke big big big big ocean tiny little boat put idea know going float,1,"[-0.0177545  -0.01506034  0.01466969 ... -0.01515464  0.00121069
 -0.03790681]"
bombay doctor buy rice carry buy rice carry uncle bombay nice holiday take field rice open store like many time best found calcutta town hurry hurry hurry buy rice carry buy rice carry hurry hurry hurry hurry hurry hurry buy rice carry buy one two special price think problem really know never customer want come twice although guarantee secret recipe best found calcutta town,1,"[ 0.01063978  0.00707952  0.02244126 ... -0.0203092  -0.00157342
 -0.01622276]"
tell like taste need excuse tell calm nerve think look cool tell want different change tell natural need proof fucking get eye eye eye eye eye eye,0,"[ 0.00987013  0.00879642  0.0168059  ... -0.00496508  0.01251106
 -0.02963707]"
see peace as chill club walk right given rub buy drink flash mad cash tell want peace sweet as play boy hey little boy take make toy oooh dig oooh dig oooh dig oooh dig check time half pas four begging call little hussy wet mouth open wide face personal slip slide begging daddy give dick take suck oooh dig oooh dig oooh dig oooh dig dig dig dig dig,1,"[-0.00192915 -0.01404639 -0.00429768 ... -0.0213648   0.01302346
 -0.01595495]"
written wall story explain leave heart open stay right empty day told morning feel u bone seems die word written stone gone gone tonight ground beneath foot open wide way holding tight nothing story life take home drive night keep warm time frozen story story story life give hope spend love broke inside,3,"[ 0.00649722 -0.00330877  0.02029378 ... -0.00962551  0.02338196
 -0.05441086]"
lost lost lost lost last night heard lever clinch like birth defect must faecal origin word drilled chin said lost lost lost lost lost lost lost lost,0,"[-0.00482434  0.00574596  0.01782277 ...  0.0150579  -0.01847499
 -0.03110832]"
liking note nut name float sea great big boat one beat drum time stroke oar drive gallows bowed song god may seem odd least caught wind upper sail two ship turned gale,1,"[-0.0190618  -0.00546565  0.00531949 ... -0.00321379 -0.00642758
 -0.02463622]"
want work want bang drum day want play want bang drum day since tiny boy want candy need toy took stick old coffee bang thing til got blister hand want work want bang drum day yes want play want bang drum day right get older think fool teacher told stay school caught founding desk hand lick hot,1,"[-0.02546203  0.00704472  0.01229413 ... -0.00330051 -0.00282267
 -0.00030121]"
run night finding place hide hunt heart beat fast sound moved last timidly wanders way came food maybe even company sometimes feel alone,3,"[ 0.00132449  0.00273118  0.00105439 ... -0.00077506  0.01111931
 -0.02501677]"
countdown get ready blast forget hope going space distinguished scientist sky senator monkey turn leaking lab brought u play play toward sell going man gone ask u idea chosen great mission owe favor besides bright little bright,0,"[-0.01383808 -0.01183893 -0.00581313 ... -0.02481214 -0.00015541
 -0.00687296]"
oh u oh u oh u merrymaking drug taking place baby place merrymaking house invited house entering back house welcoming house,1,"[ 0.00781479 -0.00599089 -0.01175635 ... -0.029729    0.00833396
 -0.02257   ]"
poem called white soon inspired inspired white moon want give credit credit due rat done bit sister well white moon face arm began swell white moon pay doctor bill white moon men year pain still white moon,0,"[-0.0137149  -0.01588111 -0.00836582 ... -0.00197185  0.0274298
 -0.02117038]"
need define thing hate today politics fail president detailed hate shit economy might well sooty know end expected pretend relate verbal idiocy one control government enemy light fuse impose view consfearacy anarchy,0,"[-0.01988783  0.00431893 -0.00176817 ...  0.00499269  0.00863096
 -0.01864397]"
oh see still love going steady ready see fall love,1,"[-0.00506617 -0.01533254  0.01337577 ... -0.02062656  0.01087619
 -0.02755569]"
wrong song make money time time fine chocolate as brings nothing negative mind mind sun shine laughter live one peace believe love glad come together thinking bout waiting needle pin glad come together glad come together news make front page time time positive small print page sun shine laughter live one peace believe love glad come together,2,"[-0.02018193 -0.00486845  0.012835   ... -0.01699531  0.00714266
 -0.02327323]"
take anywhere time fucking son sherman got weapon deadly life well trained tool master guy day regime dozen girl scene may sex boy come hand floor better take number supply demand daytime,0,"[-0.00479968 -0.0046526  -0.0026922  ... -0.01190951  0.00088918
 -0.00390646]"
cheerful though always raise smile time nonsense rhyme stand trial friend around breathe fear cry sure still would never see tear darkness away bright light star confront shining full sullen much subdued skull stony gaze,3,"[ 0.01566242 -0.00473869  0.01934769 ... -0.01125906  0.01111679
 -0.01922575]"
undo done say said take back little late mean hurt baby way want walk away want lie something eye say please go want walk away stay going end hurting want break heart baby matter say matter,3,"[-0.01611023  0.00014821  0.00269347 ... -0.01225808  0.01463953
 -0.03864297]"
sunday morning lark think take walk park key hey hey beautiful day got someone waiting see know say key hey hey beautiful day hi hi beautiful sunday beautiful day say say say say love oh beautiful day,1,"[-0.00341159  0.01543986  0.01211925 ... -0.00711559  0.02033955
 -0.04460404]"
well know make feel alright pillow help sleep little better night feeling greater shoot first ask question later trigger happy trigger happy every day well take gun away got constitutional right yeah got ready commits attack u tonight blow brain smith lesson ought teach dark good lesson trigger happy trigger happy every day oh yeah trigger trigger happy yes trigger trigger happy oh baby trigger trigger happy yes trigger trigger happy oh trigger trigger happy yes trigger trigger happy letter watch sunk going blow away,1,"[-0.01419468  0.01139506  0.01668926 ...  0.00095326  0.01273047
 -0.01167977]"
remember sound wave wood upon stood remember sound wave wood upon stood used rush greet,3,"[-0.01327772 -0.01543759  0.00827953 ... -0.02464477 -0.00262889
 -0.01981273]"
lovely party accident occurred ambulance came took away coffee served,3,"[ 0.00172617 -0.01434204  0.01908175 ... -0.02031107 -0.02145843
 -0.0201335 ]"
understand pain feel quite hear walk away left stay,3,"[-0.00378099  0.00289831  0.01775363 ... -0.00161351  0.00256627
 -0.02885967]"
men dress line dress right dress even dress dress six five ooh key hey say woman ran away warned one time warned twice round nice key hey say woman ran away chatter byebye dear carved crimson career well whoopsina whoopsin dress jan hammering dress dress abbeabbekingking dress felt hey max nine fine fine apollo apollo even though nasa say may line line fine fine apollo apollo even though nasa say may line line well whoopsina whoopsin dress jan hammering dress dress abbeabbekingking dress felt hey max nine,1,"[-0.01480601 -0.01524593 -0.00411049 ... -0.02348065 -0.00106457
 -0.01375433]"
ok next one always end leash fun yeah always stuck feel like getting take understood crazy mean getting tired bored vice buy treat well stiff word mind send fool throw away hero need excitement tonight end fool starting party make waking want feel vice need something law fit space,1,"[ 0.00161852 -0.00299043 -0.0066707  ...  0.01099597  0.01742523
 -0.03772017]"
come unfold mind vein run poison wild stream mountain flow opened door unleashed endless hate burn like raging green flame inside man dwell secret cold dreadful storm across frozen ocean come dark land sorrow hand firewood rage sky luminous sword hunger,0,"[-0.00202892 -0.02575613  0.00543643 ... -0.00704534  0.00769568
 -0.01823659]"
hear stumbling friend suddenly darkness became friend stroke head hear counting day every little second pass hurt like hell leaving choice cry men looked eye boy lie foot,3,"[-0.00659845 -0.00733683  0.01098176 ... -0.00640379  0.0060111
 -0.01507642]"
want know dinner want watch rode want big city boy man boy going meet beside want little friend want live underpants want big city boy man boy going meet beside,0,"[ 0.01048872 -0.00521369  0.02478036 ... -0.01215164 -0.00693455
 -0.01761068]"
dear dead day beyond recall world mist began fall dream rose happy throng heart love sang old sweet song dusk fell firelight gleam softly wove dream must song twilight light low flickering shadow softly come go,2,"[-0.0047806  -0.02968895 -0.0021204  ... -0.00136637 -0.0043049
 -0.0204314 ]"
high look back ready come next live life control last til night turn day find word say stop kingdom come hide grave suddenly free left without anything,3,"[ 0.00292471 -0.01938392  0.00212846 ...  0.00358568  0.01286325
 -0.0295348 ]"
hahahahaa whispered jump pleasure pill yes please ha ha ah sleep much noise head,0,"[-0.01975382  0.01645931  0.00691317 ... -0.02003166  0.01285387
 -0.01878796]"
oh filthy gorgeous walking street man try get business people meet want open like christmas got wrap fully big red bow son bitch going treat like class honey kiss buggy dovey dovey hetty princess filthy filthy oh gorgeous gorgeous filthy filthy oh gorgeous gorgeous disgusting oh nasty grab oh nasty nasty oh god oh oh god running trick trip hit acid got work man biggest moneymaker flaccid got keep shit together foot ground one going listen made sound acid julie college flank dirty puppy daddy bastard,1,"[-0.01664672 -0.00067819  0.00598067 ... -0.02977417 -0.00197086
 -0.03639376]"
still recall taste tear echoing voice like ringing ear favorite dream still wash ashore scraping head til want sleep anymore make go away make go away one thing starting scare make go away make go away want something want something never always one show,3,"[-0.00610701 -0.00592062  0.02963358 ...  0.00396515  0.00957737
 -0.02619034]"
paralyzed ancient delight riding fall today dressed style eager mind furthermore distracted like lose dreaming summer day bloom oh got clue could fight worth time north time,2,"[-0.00835095 -0.00442486  0.01239817 ...  0.00607083 -0.01293257
 -0.02302924]"
ooooooooooooooo oh delight given right carefree gay oooooooooooooo longer sinking respectfully drinking like civilized lady men ooooooooooooo longer need miss charming scene like secluded rendezvous hooped whistle bang overlook avenue horn noise someone sharing delightful chat rickety rickety cocktail two,1,"[-0.01008456 -0.00969885  0.00392022 ... -0.00545254  0.00925003
 -0.01295284]"
never used snore sleep til ran shit started arm thought fill hotheaded coldhearted whole paycheck burn part think stop low as one year got rich life moving fast broke food thing past plus new phenomenon like white woman as praying flop low as new work buy clothing ali get green atlanta get sleep texas sip lean trapper want know getting cry want discount low as see six month infiltrated system find somebody better sorry missed nigga hate given drop might use cmon get ludacris blow as mad top wish gone mad road wish home mad right sunk wish wrong three wish blow as mad top wish gone mad road wish home mad right sunk wish wrong three wish blow as,0,"[-0.01851011 -0.00548526 -0.0051817  ... -0.00650184  0.01233302
 -0.00433103]"
watching american order chinese ask world stay away please hotel grow stale telling asstale time get tired oak lazy day one rain parade,2,"[ 0.0005749  -0.0017225   0.01460542 ... -0.00365485 -0.00845687
 -0.02337706]"
un vera se invent con sum precision la labor immense de la imagination quiet desganos ni malta de pain,2,"[ 0.00619667  0.01097677  0.01917513 ...  0.00448583  0.01265339
 -0.00730188]"
well baby went late saturday night hair piled high baby looked right well pick ten got home two know got store right looking cool well found little place really look halfbad whisky rock changed half dollar jukebox well put quarter right played disco man baby baby let u get right away going rock town lock inside going rock town,1,"[-0.01114657 -0.0075209   0.00940787 ...  0.00964374  0.00829591
 -0.01742747]"
hold one last time fight fear growing mind know u wrong know always strong b c e f g oh reminds free life began tear u apart,3,"[ 0.00361211 -0.01363681 -0.02637479 ... -0.00109084  0.01454235
  0.00042699]"
place fall needed would count lay never tell lie believe wise got pretty eye spin round,3,"[-0.01689851  0.01664692  0.01280317 ... -0.02100782  0.00789715
 -0.02608157]"
want shy stand anymore want say hi one love cherry blossom girl feel sick day long want go night cherry blossom girl well true never talk people say,2,"[-0.01612025  0.01884063  0.02553383 ... -0.00086779 -0.00710395
 -0.03210583]"
ahead hear thunder roar ahead unite lightning power burning hell man raging torment take hand frenzied motion reach soul dance ahead fast slow,0,"[-0.02149205 -0.00937419 -0.01514396 ... -0.01612576  0.01834491
 -0.01476738]"
last breath four wind blow revenge upon fortunate smile face say let u go case amontillado sheltered inside cold snow follow vault,3,"[-0.02100251 -0.01588544 -0.01126038 ... -0.01182973  0.00757018
 -0.00231253]"
met u working week money weekend come go get live honey rolling street saw girl pupil winked eye got ride went club jumping said liar said got going baby doll fire took hotel said king said queen know mean let u wild thing mild thing mild thing shopping mall looking gear buy saw girl cool rocked world adjust fly looked smiled said plan night said hopefully thing go well tonight journeyed house one thing led,1,"[-0.002803   -0.01333762  0.00518157 ... -0.01685538  0.01241403
 -0.03506897]"
lecky beauty south alabama daddy heart like nine pound hammer think even little time slammed thinking stuck one night met front gate daddy came waving gauge tore drive peppered tailgate thinking oh knew would hell pay crossed mind little late thinking bout little white tank top within right middle thinking bout long kiss got get going night might lead know feeling thinking thinking county line corp nippon heel pulled road kicked fourwheel,1,"[ 0.00087277  0.01477673  0.01253383 ... -0.01017289  0.02251229
 -0.02412329]"
moon come shining cloud know mission baby yeah yeah know gone long long time sure miss man baby understand mad gone long going tell baby hold baby hold listen girlif want find another man gone going tell hold baby hold love always coming strong wait long way back home,2,"[ 0.00646967 -0.02650133 -0.00111071 ... -0.00353156  0.00666749
 -0.00637563]"
seems like yesterday saw face told proud walked away knew know today oh ooh would hold arm would take pain away thank done forgive mistake nothing would hear voice sometimes want call know oh sorry blaming everything could,0,"[-0.01256227  0.00365572  0.01552655 ... -0.00345035  0.02248201
 -0.01369185]"
word see cat yeah mean see cat yeah mean got eye got eye got eye oh see cat back,0,"[-0.01672292  0.00099597  0.00928235 ... -0.03109688 -0.00202363
 -0.04348225]"
anticipation habit set disappointment evening entertainment tonight love tonight rank yeah regardless gone want see thing already seen hairy girl hung window limousine course fancy dress looking quite full funny ear devil horn anticipation habit set disappointment evening entertainment tonight love tonight rank yeah regardless gone want see thing already seen,1,"[-0.00443294 -0.01570959  0.00862514 ... -0.01092243  0.02869545
 -0.02410087]"
shade go others staring know long said boy tired waiting friend said tom tired living life best way trying somebody trying somebody else life mine living know ever let day come sun moving know go,3,"[ 0.00495061 -0.00511484  0.01353456 ... -0.00990791 -0.00191052
 -0.02521893]"
jealous man ooh relate doeeyed girl ooh complaint another side trying crack open mind let take stab secret know sweet troubled soul summer tramp ooh dressed black fluorescent ooh sweet heart attack,1,"[-0.00954638 -0.01309393  0.0336915  ...  0.0030641   0.0084433
 -0.02813526]"
sorry could never love back could never care enough last day tear fell page found well word know say pain warm canal pool clear blue tuscarawas flowed great take riding back highway met dead track ground cement glass far away real soul carry angel ohio,3,"[-0.00520263  0.01119069 -0.00053788 ...  0.00655196  0.01157333
 -0.02682543]"
dancing floor darling feel like need feel body close mine know love time take feel mighty real take feel mighty real make feel mighty real make feel mighty real get home darling nice dark music still real hot kiss,1,"[-0.01155911 -0.01491676 -0.01124949 ... -0.02538877 -0.00322692
 -0.02662724]"
range sky arrival cotton candy love know nightingale prettier anything world love know,2,"[-0.00218867 -0.00986288  0.01865913 ... -0.00063851  0.01238401
 -0.03410451]"
know sure left came shelter last conviction fight sure found strange hand farewell whisper,3,"[ 0.01074813 -0.00974423 -0.00072748 ... -0.01496736  0.01247514
 -0.00427187]"
money bring close money bring close lip yeah money bring close money bring close lip yeah money bring close money bring close lip yeah money bring close money bring close lip yeah money bring close money bring close lip yeah money bring close money bring close lip yeah money bring close money bring close lip yeah money bring close,0,"[ 0.00142623 -0.0185418   0.02063438 ... -0.03271304  0.01863451
 -0.03382555]"
ritual disgrace marrakesh adventure ritual disgrace marrakesh adventure marrakesh adventure familiar sound explains feeling lost found never familiar sound explains feeling lost found never,2,"[-0.00333543 -0.00859619  0.01762626 ... -0.02887995  0.01465691
 -0.034439  ]"
want live soul meet body let sun wrap arm around bathe skin water cool cleansing feel feel like new head greyhound station send thought far destination may chance finding place far suited guess discover turn dirt palm upper like shovel know filthy hand wash one anothers,2,"[ 0.01131821  0.00620833  0.01120697 ... -0.01508631 -0.00496388
 -0.01839557]"
late silent warrior sleeping soul rise forgotten soldier come life fallen mercenary dormant done content war never memory ignore anguish satisfy scorn rise ghost war,0,"[-0.01049759 -0.02125303  0.00010449 ... -0.0086315   0.01495584
 -0.0119701 ]"
love inferior defines anger way love inferior angelic candle gelignite,2,"[-0.01033035 -0.00197056 -0.01272329 ... -0.0049376   0.01206816
 -0.02707407]"
met tell love truth said real love way make feel reflection must fly light shine bright would lie remember first day saw found immediately intrigue almost like knew man another life like back maybe husband maybe wife even thing like fine hard understand much like truly pleasure share company know god gift breathe air breathes,2,"[-0.00314212 -0.00076857 -0.00897465 ... -0.01005346 -0.00111273
 -0.02975664]"
crawl across towards window calling softly street always lonely widow halfawake sleeping foot age child quarter phone booth call home must late night television,3,"[ 0.00733061 -0.01434957  0.00263719 ...  0.00130674  0.0010586
 -0.02132788]"
secret way knew first lip seed mouth dropped open darkness fell,3,"[-0.00103416 -0.01576586  0.00188012 ... -0.00758323 -0.00026834
 -0.00025266]"
old day old way old lie many year clean slate endless despair within wake touch soiling used clean gaze burning edge dream old day old day ride,0,"[ 0.01058168 -0.0088078   0.00988993 ...  0.01506777  0.00018492
 -0.02961501]"
host forever ride pale twilight seller tale life beneath ice shadow hunter creep within sight lay sleeping horror shunned dead city acrid cold,0,"[ 0.01014212 -0.02378726  0.00906907 ... -0.01241285  0.01282823
 -0.02348265]"
want boom bang bang body going rough take slow girl let rock rock like rode going bump ride want boom bang bang body going rough take slow girl let rock rock like rode going bump ride want boom bang bang body going rough take slow girl let rock rock like rode going bump ride want pull pull take body surrender mine oh ayoh girl make suffer whatever know one kind oh ayoh well love nobody old nobody take body wind like never find someone like love nobody old nobody take body wind like never find someone like want boom bang bang body going rough take slow girl let rock rock like rode,1,"[-0.04054233 -0.0129232   0.00956224 ... -0.0091932  -0.01568445
 -0.01418191]"
